CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4805026,Drumheller,2003,Natural Gas Production,m3,104493.20000
4805026,Drumheller,2004,Natural Gas Production,m3,105486.40000
4805026,Drumheller,2005,Natural Gas Production,m3,130930.00000
4805026,Drumheller,2006,Natural Gas Production,m3,128564.00000
4805026,Drumheller,2007,Natural Gas Production,m3,124354.00000
4805026,Drumheller,2008,Natural Gas Production,m3,107045.40000
4805026,Drumheller,2009,Natural Gas Production,m3,105952.60000
4805026,Drumheller,2010,Natural Gas Production,m3,91795.70000
4805026,Drumheller,2011,Natural Gas Production,m3,84747.10000
4805026,Drumheller,2012,Natural Gas Production,m3,70629.20000
4805026,Drumheller,2013,Natural Gas Production,m3,63666.50000
4805026,Drumheller,2014,Natural Gas Production,m3,58207.00000
4805026,Drumheller,2015,Natural Gas Production,m3,52249.00000
4805026,Drumheller,2016,Natural Gas Production,m3,52705.70000
4805026,Drumheller,2017,Natural Gas Production,m3,53841.50000
4805026,Drumheller,2018,Natural Gas Production,m3,45710.90000
4805026,Drumheller,2019,Natural Gas Production,m3,48076.60000
4805026,Drumheller,2020,Natural Gas Production,m3,50547.40000
4805026,Drumheller,2021,Natural Gas Production,m3,54286.50000
4805026,Drumheller,2022,Natural Gas Production,m3,52454.70000
4805031,Starland County,2022,Natural Gas Production,m3,426395.50000
4805031,Starland County,2003,Natural Gas Production,m3,937284.50000
4805031,Starland County,2004,Natural Gas Production,m3,1080877.20000
4805031,Starland County,2005,Natural Gas Production,m3,1227728.00000
4805031,Starland County,2006,Natural Gas Production,m3,1436376.00000
4805031,Starland County,2007,Natural Gas Production,m3,1421712.00000
4805031,Starland County,2008,Natural Gas Production,m3,1289980.00000
4805031,Starland County,2009,Natural Gas Production,m3,1188094.00000
4805031,Starland County,2010,Natural Gas Production,m3,1063121.90000
4805031,Starland County,2011,Natural Gas Production,m3,949918.80000
4805031,Starland County,2012,Natural Gas Production,m3,860260.10000
4805031,Starland County,2013,Natural Gas Production,m3,805825.50000
4805031,Starland County,2014,Natural Gas Production,m3,759487.30000
4805031,Starland County,2015,Natural Gas Production,m3,714994.60000
4805031,Starland County,2016,Natural Gas Production,m3,662882.60000
4805031,Starland County,2017,Natural Gas Production,m3,642743.00000
4805031,Starland County,2018,Natural Gas Production,m3,562042.60000
4805031,Starland County,2019,Natural Gas Production,m3,353518.20000
4805031,Starland County,2020,Natural Gas Production,m3,341682.90000
4805031,Starland County,2021,Natural Gas Production,m3,426781.80000
4805041,Kneehill County,2003,Natural Gas Production,m3,2733819.10000
4805041,Kneehill County,2004,Natural Gas Production,m3,2640148.10000
4805041,Kneehill County,2005,Natural Gas Production,m3,2804363.00000
4805041,Kneehill County,2006,Natural Gas Production,m3,3244827.00000
4805041,Kneehill County,2007,Natural Gas Production,m3,4042910.00000
4805041,Kneehill County,2008,Natural Gas Production,m3,4036484.10000
4805041,Kneehill County,2009,Natural Gas Production,m3,4175446.90000
4805041,Kneehill County,2010,Natural Gas Production,m3,3896734.30000
4805041,Kneehill County,2011,Natural Gas Production,m3,3740434.30000
4805041,Kneehill County,2012,Natural Gas Production,m3,3346976.40000
4805041,Kneehill County,2013,Natural Gas Production,m3,3517555.00000
4805041,Kneehill County,2014,Natural Gas Production,m3,3315932.80000
4805041,Kneehill County,2015,Natural Gas Production,m3,2847817.40000
4805041,Kneehill County,2016,Natural Gas Production,m3,2790904.10000
4805041,Kneehill County,2017,Natural Gas Production,m3,2620111.90000
4805041,Kneehill County,2018,Natural Gas Production,m3,2452892.30000
4805041,Kneehill County,2019,Natural Gas Production,m3,2208505.20000
4805041,Kneehill County,2020,Natural Gas Production,m3,2087454.90000
4805041,Kneehill County,2021,Natural Gas Production,m3,2536001.70000
4805041,Kneehill County,2022,Natural Gas Production,m3,2325108.40000
4802001,Warner County No. 5,2022,Natural Gas Production,m3,256123.40000
4802001,Warner County No. 5,2003,Natural Gas Production,m3,287307.70000
4802001,Warner County No. 5,2004,Natural Gas Production,m3,333169.90000
4802001,Warner County No. 5,2005,Natural Gas Production,m3,272485.00000
4802001,Warner County No. 5,2006,Natural Gas Production,m3,235071.00000
4802001,Warner County No. 5,2007,Natural Gas Production,m3,187894.00000
4802001,Warner County No. 5,2008,Natural Gas Production,m3,141761.70000
4802001,Warner County No. 5,2009,Natural Gas Production,m3,121447.80000
4802001,Warner County No. 5,2010,Natural Gas Production,m3,105293.10000
4802001,Warner County No. 5,2011,Natural Gas Production,m3,81705.00000
4802001,Warner County No. 5,2012,Natural Gas Production,m3,78897.20000
4802001,Warner County No. 5,2013,Natural Gas Production,m3,84459.90000
4802001,Warner County No. 5,2014,Natural Gas Production,m3,100252.30000
4802001,Warner County No. 5,2015,Natural Gas Production,m3,105691.60000
4802001,Warner County No. 5,2016,Natural Gas Production,m3,135583.00000
4802001,Warner County No. 5,2017,Natural Gas Production,m3,227342.00000
4802001,Warner County No. 5,2018,Natural Gas Production,m3,229669.10000
4802001,Warner County No. 5,2019,Natural Gas Production,m3,156978.00000
4802001,Warner County No. 5,2020,Natural Gas Production,m3,200245.70000
4802001,Warner County No. 5,2021,Natural Gas Production,m3,235377.70000
4807049,Wainwright No. 61,2003,Natural Gas Production,m3,1190694.90000
4807049,Wainwright No. 61,2004,Natural Gas Production,m3,1128134.80000
4807049,Wainwright No. 61,2005,Natural Gas Production,m3,1078749.00000
4807049,Wainwright No. 61,2006,Natural Gas Production,m3,987667.00000
4807049,Wainwright No. 61,2007,Natural Gas Production,m3,859126.00000
4807049,Wainwright No. 61,2008,Natural Gas Production,m3,785400.60000
4807049,Wainwright No. 61,2009,Natural Gas Production,m3,666649.60000
4807049,Wainwright No. 61,2010,Natural Gas Production,m3,601637.20000
4807049,Wainwright No. 61,2011,Natural Gas Production,m3,543799.50000
4807049,Wainwright No. 61,2012,Natural Gas Production,m3,458472.40000
4807049,Wainwright No. 61,2013,Natural Gas Production,m3,424115.50000
4807049,Wainwright No. 61,2014,Natural Gas Production,m3,387308.20000
4807049,Wainwright No. 61,2015,Natural Gas Production,m3,353105.30000
4807049,Wainwright No. 61,2016,Natural Gas Production,m3,311156.80000
4807049,Wainwright No. 61,2017,Natural Gas Production,m3,289337.70000
4807049,Wainwright No. 61,2018,Natural Gas Production,m3,251670.90000
4807049,Wainwright No. 61,2019,Natural Gas Production,m3,215851.60000
4807049,Wainwright No. 61,2020,Natural Gas Production,m3,190915.70000
4807049,Wainwright No. 61,2021,Natural Gas Production,m3,205894.60000
4807049,Wainwright No. 61,2022,Natural Gas Production,m3,206951.30000
4808001,Red Deer County,2022,Natural Gas Production,m3,984383.10000
4808001,Red Deer County,2003,Natural Gas Production,m3,1979218.20000
4808001,Red Deer County,2004,Natural Gas Production,m3,2080673.70000
4808001,Red Deer County,2005,Natural Gas Production,m3,2304709.00000
4808001,Red Deer County,2006,Natural Gas Production,m3,2634789.00000
4808001,Red Deer County,2007,Natural Gas Production,m3,2854440.00000
4808001,Red Deer County,2008,Natural Gas Production,m3,2744352.20000
4808001,Red Deer County,2009,Natural Gas Production,m3,2634385.50000
4808001,Red Deer County,2010,Natural Gas Production,m3,2504020.20000
4808001,Red Deer County,2011,Natural Gas Production,m3,2305479.60000
4808001,Red Deer County,2012,Natural Gas Production,m3,2022494.60000
4808001,Red Deer County,2013,Natural Gas Production,m3,1866733.30000
4808001,Red Deer County,2014,Natural Gas Production,m3,1717076.00000
4808001,Red Deer County,2015,Natural Gas Production,m3,1579903.50000
4808001,Red Deer County,2016,Natural Gas Production,m3,1446429.80000
4808001,Red Deer County,2017,Natural Gas Production,m3,1329784.50000
4808001,Red Deer County,2018,Natural Gas Production,m3,1212224.10000
4808001,Red Deer County,2019,Natural Gas Production,m3,1067908.80000
4808001,Red Deer County,2020,Natural Gas Production,m3,1027146.20000
4808001,Red Deer County,2021,Natural Gas Production,m3,1000151.50000
4805012,Wheatland County,2003,Natural Gas Production,m3,3893805.10000
4805012,Wheatland County,2004,Natural Gas Production,m3,4272065.40000
4805012,Wheatland County,2005,Natural Gas Production,m3,4901186.00000
4805012,Wheatland County,2006,Natural Gas Production,m3,5336082.00000
4805012,Wheatland County,2007,Natural Gas Production,m3,4616081.00000
4805012,Wheatland County,2008,Natural Gas Production,m3,4909943.60000
4805012,Wheatland County,2009,Natural Gas Production,m3,4925646.50000
4805012,Wheatland County,2010,Natural Gas Production,m3,4416255.10000
4805012,Wheatland County,2011,Natural Gas Production,m3,4255050.80000
4805012,Wheatland County,2012,Natural Gas Production,m3,3272470.70000
4805012,Wheatland County,2013,Natural Gas Production,m3,3433154.80000
4805012,Wheatland County,2014,Natural Gas Production,m3,4139542.50000
4805012,Wheatland County,2015,Natural Gas Production,m3,3223844.70000
4805012,Wheatland County,2016,Natural Gas Production,m3,2923650.60000
4805012,Wheatland County,2017,Natural Gas Production,m3,2985446.50000
4805012,Wheatland County,2018,Natural Gas Production,m3,2971483.50000
4805012,Wheatland County,2019,Natural Gas Production,m3,2999838.30000
4805012,Wheatland County,2020,Natural Gas Production,m3,2690416.20000
4805012,Wheatland County,2021,Natural Gas Production,m3,2759920.40000
4805012,Wheatland County,2022,Natural Gas Production,m3,3252581.40000
4807019,Stettler County No. 6,2022,Natural Gas Production,m3,487572.70000
4807019,Stettler County No. 6,2003,Natural Gas Production,m3,1363478.80000
4807019,Stettler County No. 6,2004,Natural Gas Production,m3,1369498.80000
4807019,Stettler County No. 6,2005,Natural Gas Production,m3,1483391.00000
4807019,Stettler County No. 6,2006,Natural Gas Production,m3,1664465.00000
4807019,Stettler County No. 6,2007,Natural Gas Production,m3,1789772.00000
4807019,Stettler County No. 6,2008,Natural Gas Production,m3,1763020.00000
4807019,Stettler County No. 6,2009,Natural Gas Production,m3,1646666.40000
4807019,Stettler County No. 6,2010,Natural Gas Production,m3,1510071.30000
4807019,Stettler County No. 6,2011,Natural Gas Production,m3,1354212.40000
4807019,Stettler County No. 6,2012,Natural Gas Production,m3,1190688.20000
4807019,Stettler County No. 6,2013,Natural Gas Production,m3,1069946.80000
4807019,Stettler County No. 6,2014,Natural Gas Production,m3,984030.20000
4807019,Stettler County No. 6,2015,Natural Gas Production,m3,925508.70000
4807019,Stettler County No. 6,2016,Natural Gas Production,m3,833112.00000
4807019,Stettler County No. 6,2017,Natural Gas Production,m3,766146.20000
4807019,Stettler County No. 6,2018,Natural Gas Production,m3,622179.90000
4807019,Stettler County No. 6,2019,Natural Gas Production,m3,432443.20000
4807019,Stettler County No. 6,2020,Natural Gas Production,m3,428798.20000
4807019,Stettler County No. 6,2021,Natural Gas Production,m3,503773.20000
4808022,Lacombe County,2003,Natural Gas Production,m3,2166180.00000
4808022,Lacombe County,2004,Natural Gas Production,m3,2188211.20000
4808022,Lacombe County,2005,Natural Gas Production,m3,2393088.00000
4808022,Lacombe County,2006,Natural Gas Production,m3,2513426.00000
4808022,Lacombe County,2007,Natural Gas Production,m3,2599446.00000
4808022,Lacombe County,2008,Natural Gas Production,m3,2693157.00000
4808022,Lacombe County,2009,Natural Gas Production,m3,2543605.10000
4808022,Lacombe County,2010,Natural Gas Production,m3,2391085.60000
4808022,Lacombe County,2011,Natural Gas Production,m3,2216369.90000
4808022,Lacombe County,2012,Natural Gas Production,m3,1915446.10000
4808022,Lacombe County,2013,Natural Gas Production,m3,1735472.90000
4808022,Lacombe County,2014,Natural Gas Production,m3,1619780.40000
4808022,Lacombe County,2015,Natural Gas Production,m3,1522961.60000
4808022,Lacombe County,2016,Natural Gas Production,m3,1349344.50000
4808022,Lacombe County,2017,Natural Gas Production,m3,1261976.80000
4808022,Lacombe County,2018,Natural Gas Production,m3,1176379.00000
4808022,Lacombe County,2019,Natural Gas Production,m3,1050831.90000
4808022,Lacombe County,2020,Natural Gas Production,m3,971766.30000
4808022,Lacombe County,2021,Natural Gas Production,m3,1353589.00000
4808022,Lacombe County,2022,Natural Gas Production,m3,1450826.50000
4807031,Flagstaff County,2022,Natural Gas Production,m3,62041.90000
4807031,Flagstaff County,2003,Natural Gas Production,m3,493697.10000
4807031,Flagstaff County,2004,Natural Gas Production,m3,526371.60000
4807031,Flagstaff County,2005,Natural Gas Production,m3,576754.00000
4807031,Flagstaff County,2006,Natural Gas Production,m3,622465.00000
4807031,Flagstaff County,2007,Natural Gas Production,m3,598896.00000
4807031,Flagstaff County,2008,Natural Gas Production,m3,543166.70000
4807031,Flagstaff County,2009,Natural Gas Production,m3,431419.30000
4807031,Flagstaff County,2010,Natural Gas Production,m3,372242.00000
4807031,Flagstaff County,2011,Natural Gas Production,m3,328162.40000
4807031,Flagstaff County,2012,Natural Gas Production,m3,261922.50000
4807031,Flagstaff County,2013,Natural Gas Production,m3,235366.80000
4807031,Flagstaff County,2014,Natural Gas Production,m3,226713.90000
4807031,Flagstaff County,2015,Natural Gas Production,m3,191273.90000
4807031,Flagstaff County,2016,Natural Gas Production,m3,147323.00000
4807031,Flagstaff County,2017,Natural Gas Production,m3,130601.50000
4807031,Flagstaff County,2018,Natural Gas Production,m3,108391.60000
4807031,Flagstaff County,2019,Natural Gas Production,m3,90092.40000
4807031,Flagstaff County,2020,Natural Gas Production,m3,70833.30000
4807031,Flagstaff County,2021,Natural Gas Production,m3,67723.40000
4807011,Paintearth County No. 18,2003,Natural Gas Production,m3,569680.60000
4807011,Paintearth County No. 18,2004,Natural Gas Production,m3,613586.20000
4807011,Paintearth County No. 18,2005,Natural Gas Production,m3,659749.00000
4807011,Paintearth County No. 18,2006,Natural Gas Production,m3,664138.00000
4807011,Paintearth County No. 18,2007,Natural Gas Production,m3,613900.00000
4807011,Paintearth County No. 18,2008,Natural Gas Production,m3,575508.20000
4807011,Paintearth County No. 18,2009,Natural Gas Production,m3,497683.40000
4807011,Paintearth County No. 18,2010,Natural Gas Production,m3,422880.40000
4807011,Paintearth County No. 18,2011,Natural Gas Production,m3,356859.80000
4807011,Paintearth County No. 18,2012,Natural Gas Production,m3,324253.60000
4807011,Paintearth County No. 18,2013,Natural Gas Production,m3,271645.80000
4807011,Paintearth County No. 18,2014,Natural Gas Production,m3,257508.90000
4807011,Paintearth County No. 18,2015,Natural Gas Production,m3,237604.70000
4807011,Paintearth County No. 18,2016,Natural Gas Production,m3,196404.50000
4807011,Paintearth County No. 18,2017,Natural Gas Production,m3,167799.80000
4807011,Paintearth County No. 18,2018,Natural Gas Production,m3,145070.80000
4807011,Paintearth County No. 18,2019,Natural Gas Production,m3,121046.10000
4807011,Paintearth County No. 18,2020,Natural Gas Production,m3,111885.90000
4807011,Paintearth County No. 18,2021,Natural Gas Production,m3,110112.50000
4807011,Paintearth County No. 18,2022,Natural Gas Production,m3,113647.80000
4810001,Camrose County,2022,Natural Gas Production,m3,249007.80000
4810001,Camrose County,2003,Natural Gas Production,m3,640299.10000
4810001,Camrose County,2004,Natural Gas Production,m3,669394.50000
4810001,Camrose County,2005,Natural Gas Production,m3,787786.00000
4810001,Camrose County,2006,Natural Gas Production,m3,947898.00000
4810001,Camrose County,2007,Natural Gas Production,m3,1009882.00000
4810001,Camrose County,2008,Natural Gas Production,m3,968511.60000
4810001,Camrose County,2009,Natural Gas Production,m3,848457.50000
4810001,Camrose County,2010,Natural Gas Production,m3,724208.10000
4810001,Camrose County,2011,Natural Gas Production,m3,617719.50000
4810001,Camrose County,2012,Natural Gas Production,m3,494677.70000
4810001,Camrose County,2013,Natural Gas Production,m3,455999.70000
4810001,Camrose County,2014,Natural Gas Production,m3,416145.30000
4810001,Camrose County,2015,Natural Gas Production,m3,379929.50000
4810001,Camrose County,2016,Natural Gas Production,m3,335967.60000
4810001,Camrose County,2017,Natural Gas Production,m3,321230.00000
4810001,Camrose County,2018,Natural Gas Production,m3,289939.20000
4810001,Camrose County,2019,Natural Gas Production,m3,240783.10000
4810001,Camrose County,2020,Natural Gas Production,m3,266874.20000
4810001,Camrose County,2021,Natural Gas Production,m3,262896.10000
4811056,Fort Saskatchewan,2003,Natural Gas Production,m3
4811056,Fort Saskatchewan,2004,Natural Gas Production,m3
4811056,Fort Saskatchewan,2005,Natural Gas Production,m3
4811056,Fort Saskatchewan,2006,Natural Gas Production,m3
4811056,Fort Saskatchewan,2007,Natural Gas Production,m3
4811056,Fort Saskatchewan,2012,Natural Gas Production,m3,0.00000
4811061,Edmonton,2022,Natural Gas Production,m3,793.90000
4811061,Edmonton,2003,Natural Gas Production,m3,16594.00000
4811061,Edmonton,2004,Natural Gas Production,m3,9738.50000
4811061,Edmonton,2005,Natural Gas Production,m3,7058.00000
4811061,Edmonton,2006,Natural Gas Production,m3,4519.00000
4811061,Edmonton,2007,Natural Gas Production,m3,5014.00000
4811061,Edmonton,2008,Natural Gas Production,m3,4979.20000
4811061,Edmonton,2009,Natural Gas Production,m3,5214.70000
4811061,Edmonton,2010,Natural Gas Production,m3,4747.50000
4811061,Edmonton,2011,Natural Gas Production,m3,4804.30000
4811061,Edmonton,2012,Natural Gas Production,m3,4106.60000
4811061,Edmonton,2013,Natural Gas Production,m3,3946.60000
4811061,Edmonton,2014,Natural Gas Production,m3,2750.10000
4811061,Edmonton,2015,Natural Gas Production,m3,1088.60000
4811061,Edmonton,2016,Natural Gas Production,m3,786.40000
4811061,Edmonton,2017,Natural Gas Production,m3,1143.50000
4811061,Edmonton,2018,Natural Gas Production,m3,1212.00000
4811061,Edmonton,2019,Natural Gas Production,m3,1125.10000
4811061,Edmonton,2020,Natural Gas Production,m3,1057.90000
4811061,Edmonton,2021,Natural Gas Production,m3,825.30000
4803001,Cardston County,2003,Natural Gas Production,m3,148796.20000
4803001,Cardston County,2004,Natural Gas Production,m3,147599.00000
4803001,Cardston County,2005,Natural Gas Production,m3,128191.00000
4803001,Cardston County,2006,Natural Gas Production,m3,127557.00000
4803001,Cardston County,2007,Natural Gas Production,m3,108862.00000
4803001,Cardston County,2008,Natural Gas Production,m3,84848.50000
4803001,Cardston County,2009,Natural Gas Production,m3,59250.60000
4803001,Cardston County,2010,Natural Gas Production,m3,79610.70000
4803001,Cardston County,2011,Natural Gas Production,m3,78314.20000
4803001,Cardston County,2012,Natural Gas Production,m3,60095.10000
4803001,Cardston County,2013,Natural Gas Production,m3,69009.20000
4803001,Cardston County,2014,Natural Gas Production,m3,68909.40000
4803001,Cardston County,2015,Natural Gas Production,m3,67470.80000
4803001,Cardston County,2016,Natural Gas Production,m3,51067.10000
4803001,Cardston County,2017,Natural Gas Production,m3,45380.30000
4803001,Cardston County,2018,Natural Gas Production,m3,42314.80000
4803001,Cardston County,2019,Natural Gas Production,m3,29627.50000
4803001,Cardston County,2020,Natural Gas Production,m3,28850.20000
4803001,Cardston County,2021,Natural Gas Production,m3,25822.00000
4803001,Cardston County,2022,Natural Gas Production,m3,25448.00000
4803003,Improvement District No.  4 Waterton,2022,Natural Gas Production,m3,37482.30000
4803003,Improvement District No.  4 Waterton,2003,Natural Gas Production,m3,42597.80000
4803003,Improvement District No.  4 Waterton,2004,Natural Gas Production,m3,60608.30000
4803003,Improvement District No.  4 Waterton,2005,Natural Gas Production,m3,59055.00000
4803003,Improvement District No.  4 Waterton,2006,Natural Gas Production,m3,57749.00000
4803003,Improvement District No.  4 Waterton,2007,Natural Gas Production,m3,51689.00000
4803003,Improvement District No.  4 Waterton,2008,Natural Gas Production,m3,31396.90000
4803003,Improvement District No.  4 Waterton,2009,Natural Gas Production,m3,11364.10000
4803003,Improvement District No.  4 Waterton,2010,Natural Gas Production,m3,58203.90000
4803003,Improvement District No.  4 Waterton,2011,Natural Gas Production,m3,51477.90000
4803003,Improvement District No.  4 Waterton,2012,Natural Gas Production,m3,32773.00000
4803003,Improvement District No.  4 Waterton,2013,Natural Gas Production,m3,52551.60000
4803003,Improvement District No.  4 Waterton,2014,Natural Gas Production,m3,45031.80000
4803003,Improvement District No.  4 Waterton,2015,Natural Gas Production,m3,42544.40000
4803003,Improvement District No.  4 Waterton,2016,Natural Gas Production,m3,45296.20000
4803003,Improvement District No.  4 Waterton,2017,Natural Gas Production,m3,37953.20000
4803003,Improvement District No.  4 Waterton,2018,Natural Gas Production,m3,41441.40000
4803003,Improvement District No.  4 Waterton,2019,Natural Gas Production,m3,38709.70000
4803003,Improvement District No.  4 Waterton,2020,Natural Gas Production,m3,38751.70000
4803003,Improvement District No.  4 Waterton,2021,Natural Gas Production,m3,35584.50000
4802031,Newell County,2003,Natural Gas Production,m3,6640341.20000
4802031,Newell County,2004,Natural Gas Production,m3,7170622.10000
4802031,Newell County,2005,Natural Gas Production,m3,7466676.00000
4802031,Newell County,2006,Natural Gas Production,m3,7109792.00000
4802031,Newell County,2007,Natural Gas Production,m3,6823892.00000
4802031,Newell County,2008,Natural Gas Production,m3,6473355.00000
4802031,Newell County,2009,Natural Gas Production,m3,6021095.60000
4802031,Newell County,2010,Natural Gas Production,m3,5640765.40000
4802031,Newell County,2011,Natural Gas Production,m3,5375561.10000
4802031,Newell County,2012,Natural Gas Production,m3,5028498.10000
4802031,Newell County,2013,Natural Gas Production,m3,4577960.70000
4802031,Newell County,2014,Natural Gas Production,m3,4252540.90000
4802031,Newell County,2015,Natural Gas Production,m3,4017361.40000
4802031,Newell County,2016,Natural Gas Production,m3,3851232.70000
4802031,Newell County,2017,Natural Gas Production,m3,3785205.90000
4802031,Newell County,2018,Natural Gas Production,m3,3569412.20000
4802031,Newell County,2019,Natural Gas Production,m3,3406801.90000
4802031,Newell County,2020,Natural Gas Production,m3,3300287.90000
4802031,Newell County,2021,Natural Gas Production,m3,3185401.60000
4802031,Newell County,2022,Natural Gas Production,m3,3090067.90000
4808038,Ponoka County,2022,Natural Gas Production,m3,1774543.40000
4808038,Ponoka County,2003,Natural Gas Production,m3,2643313.40000
4808038,Ponoka County,2004,Natural Gas Production,m3,2894463.50000
4808038,Ponoka County,2005,Natural Gas Production,m3,3251858.00000
4808038,Ponoka County,2006,Natural Gas Production,m3,3633671.00000
4808038,Ponoka County,2007,Natural Gas Production,m3,3384974.00000
4808038,Ponoka County,2008,Natural Gas Production,m3,3364263.40000
4808038,Ponoka County,2009,Natural Gas Production,m3,3076552.10000
4808038,Ponoka County,2010,Natural Gas Production,m3,3034649.10000
4808038,Ponoka County,2011,Natural Gas Production,m3,3054814.70000
4808038,Ponoka County,2012,Natural Gas Production,m3,3148001.30000
4808038,Ponoka County,2013,Natural Gas Production,m3,2958169.20000
4808038,Ponoka County,2014,Natural Gas Production,m3,3062150.70000
4808038,Ponoka County,2015,Natural Gas Production,m3,3107628.60000
4808038,Ponoka County,2016,Natural Gas Production,m3,2686062.20000
4808038,Ponoka County,2017,Natural Gas Production,m3,2549082.20000
4808038,Ponoka County,2018,Natural Gas Production,m3,2201759.60000
4808038,Ponoka County,2019,Natural Gas Production,m3,1954183.60000
4808038,Ponoka County,2020,Natural Gas Production,m3,1720454.70000
4808038,Ponoka County,2021,Natural Gas Production,m3,1631454.00000
4812037,Lac la Biche County,2003,Natural Gas Production,m3,2743269.70000
4812037,Lac la Biche County,2004,Natural Gas Production,m3,2115785.00000
4812037,Lac la Biche County,2005,Natural Gas Production,m3,1860877.00000
4812037,Lac la Biche County,2006,Natural Gas Production,m3,1715108.00000
4812037,Lac la Biche County,2007,Natural Gas Production,m3,1616887.00000
4812037,Lac la Biche County,2008,Natural Gas Production,m3,1477790.70000
4812037,Lac la Biche County,2009,Natural Gas Production,m3,1285195.60000
4812037,Lac la Biche County,2010,Natural Gas Production,m3,1131354.70000
4812037,Lac la Biche County,2011,Natural Gas Production,m3,999463.00000
4812037,Lac la Biche County,2012,Natural Gas Production,m3,847673.10000
4812037,Lac la Biche County,2013,Natural Gas Production,m3,727564.20000
4812037,Lac la Biche County,2014,Natural Gas Production,m3,672379.20000
4812037,Lac la Biche County,2015,Natural Gas Production,m3,615924.90000
4812037,Lac la Biche County,2016,Natural Gas Production,m3,605966.80000
4812037,Lac la Biche County,2017,Natural Gas Production,m3,652525.50000
4812037,Lac la Biche County,2018,Natural Gas Production,m3,504925.30000
4812037,Lac la Biche County,2019,Natural Gas Production,m3,407931.40000
4812037,Lac la Biche County,2020,Natural Gas Production,m3,449665.60000
4812037,Lac la Biche County,2021,Natural Gas Production,m3,481541.10000
4812037,Lac la Biche County,2022,Natural Gas Production,m3,509388.40000
4809002,Clearwater County,2022,Natural Gas Production,m3,13666130.30000
4809002,Clearwater County,2003,Natural Gas Production,m3,15826037.00000
4809002,Clearwater County,2004,Natural Gas Production,m3,15514161.10000
4809002,Clearwater County,2005,Natural Gas Production,m3,14682374.00000
4809002,Clearwater County,2006,Natural Gas Production,m3,14357410.00000
4809002,Clearwater County,2007,Natural Gas Production,m3,13909758.00000
4809002,Clearwater County,2008,Natural Gas Production,m3,13195645.50000
4809002,Clearwater County,2009,Natural Gas Production,m3,12080632.20000
4809002,Clearwater County,2010,Natural Gas Production,m3,10880925.20000
4809002,Clearwater County,2011,Natural Gas Production,m3,11211855.40000
4809002,Clearwater County,2012,Natural Gas Production,m3,10926646.40000
4809002,Clearwater County,2013,Natural Gas Production,m3,10858517.00000
4809002,Clearwater County,2014,Natural Gas Production,m3,12236954.90000
4809002,Clearwater County,2015,Natural Gas Production,m3,12657548.30000
4809002,Clearwater County,2016,Natural Gas Production,m3,13388690.20000
4809002,Clearwater County,2017,Natural Gas Production,m3,13752829.60000
4809002,Clearwater County,2018,Natural Gas Production,m3,13880883.20000
4809002,Clearwater County,2019,Natural Gas Production,m3,13365908.60000
4809002,Clearwater County,2020,Natural Gas Production,m3,12623483.20000
4809002,Clearwater County,2021,Natural Gas Production,m3,12975187.10000
4810026,Minburn County No. 27,2003,Natural Gas Production,m3,912758.50000
4810026,Minburn County No. 27,2004,Natural Gas Production,m3,772516.00000
4810026,Minburn County No. 27,2005,Natural Gas Production,m3,707801.00000
4810026,Minburn County No. 27,2006,Natural Gas Production,m3,641032.00000
4810026,Minburn County No. 27,2007,Natural Gas Production,m3,586597.00000
4810026,Minburn County No. 27,2008,Natural Gas Production,m3,557190.10000
4810026,Minburn County No. 27,2009,Natural Gas Production,m3,467671.30000
4810026,Minburn County No. 27,2010,Natural Gas Production,m3,464756.10000
4810026,Minburn County No. 27,2011,Natural Gas Production,m3,788197.30000
4810026,Minburn County No. 27,2012,Natural Gas Production,m3,687451.90000
4810026,Minburn County No. 27,2013,Natural Gas Production,m3,854537.00000
4810026,Minburn County No. 27,2014,Natural Gas Production,m3,780331.60000
4810026,Minburn County No. 27,2015,Natural Gas Production,m3,382478.30000
4810026,Minburn County No. 27,2016,Natural Gas Production,m3,521557.10000
4810026,Minburn County No. 27,2017,Natural Gas Production,m3,420551.90000
4810026,Minburn County No. 27,2018,Natural Gas Production,m3,371507.80000
4810026,Minburn County No. 27,2019,Natural Gas Production,m3,369308.20000
4810026,Minburn County No. 27,2020,Natural Gas Production,m3,280054.60000
4810026,Minburn County No. 27,2021,Natural Gas Production,m3,425097.60000
4810026,Minburn County No. 27,2022,Natural Gas Production,m3,390660.00000
4813028,Westlock County,2022,Natural Gas Production,m3,55159.60000
4813028,Westlock County,2003,Natural Gas Production,m3,407967.80000
4813028,Westlock County,2004,Natural Gas Production,m3,418472.70000
4813028,Westlock County,2005,Natural Gas Production,m3,403864.00000
4813028,Westlock County,2006,Natural Gas Production,m3,389047.00000
4813028,Westlock County,2007,Natural Gas Production,m3,340659.00000
4813028,Westlock County,2008,Natural Gas Production,m3,297552.50000
4813028,Westlock County,2009,Natural Gas Production,m3,224779.80000
4813028,Westlock County,2010,Natural Gas Production,m3,175177.40000
4813028,Westlock County,2011,Natural Gas Production,m3,146800.70000
4813028,Westlock County,2012,Natural Gas Production,m3,132236.50000
4813028,Westlock County,2013,Natural Gas Production,m3,114988.50000
4813028,Westlock County,2014,Natural Gas Production,m3,102137.70000
4813028,Westlock County,2015,Natural Gas Production,m3,88316.70000
