CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4815045,Ranchland No. 66,2021,Natural Gas Production,m3,26371.70000
4815045,Ranchland No. 66,2022,Natural Gas Production,m3,24212.90000
4816037,Wood Buffalo,2022,Natural Gas Production,m3,1697500.10000
4816037,Wood Buffalo,2003,Natural Gas Production,m3,2343271.80000
4816037,Wood Buffalo,2004,Natural Gas Production,m3,1933449.60000
4816037,Wood Buffalo,2005,Natural Gas Production,m3,1590357.00000
4816037,Wood Buffalo,2006,Natural Gas Production,m3,1472996.00000
4816037,Wood Buffalo,2007,Natural Gas Production,m3,1397249.00000
4816037,Wood Buffalo,2008,Natural Gas Production,m3,1334377.50000
4816037,Wood Buffalo,2009,Natural Gas Production,m3,1191017.50000
4816037,Wood Buffalo,2010,Natural Gas Production,m3,949655.60000
4816037,Wood Buffalo,2011,Natural Gas Production,m3,861699.10000
4816037,Wood Buffalo,2012,Natural Gas Production,m3,719790.40000
4816037,Wood Buffalo,2013,Natural Gas Production,m3,645663.70000
4816037,Wood Buffalo,2014,Natural Gas Production,m3,724058.10000
4816037,Wood Buffalo,2015,Natural Gas Production,m3,767796.00000
4816037,Wood Buffalo,2016,Natural Gas Production,m3,789217.70000
4816037,Wood Buffalo,2017,Natural Gas Production,m3,1002844.50000
4816037,Wood Buffalo,2018,Natural Gas Production,m3,1194853.90000
4816037,Wood Buffalo,2019,Natural Gas Production,m3,1192558.80000
4816037,Wood Buffalo,2020,Natural Gas Production,m3,1237105.30000
4816037,Wood Buffalo,2021,Natural Gas Production,m3,1555575.80000
4810068,Improvement District No. 13 Elk Island,2003,Natural Gas Production,m3
4810068,Improvement District No. 13 Elk Island,2004,Natural Gas Production,m3
4810068,Improvement District No. 13 Elk Island,2005,Natural Gas Production,m3
4810068,Improvement District No. 13 Elk Island,2006,Natural Gas Production,m3
4810068,Improvement District No. 13 Elk Island,2007,Natural Gas Production,m3
4811012,Leduc County,2003,Natural Gas Production,m3,1955216.60000
4811012,Leduc County,2004,Natural Gas Production,m3,2986581.20000
4811012,Leduc County,2005,Natural Gas Production,m3,3091745.00000
4811012,Leduc County,2006,Natural Gas Production,m3,2910209.00000
4811012,Leduc County,2007,Natural Gas Production,m3,1851170.00000
4811012,Leduc County,2008,Natural Gas Production,m3,471519.40000
4811012,Leduc County,2009,Natural Gas Production,m3,323112.80000
4811012,Leduc County,2010,Natural Gas Production,m3,323332.80000
4811012,Leduc County,2011,Natural Gas Production,m3,341568.30000
4811012,Leduc County,2012,Natural Gas Production,m3,312033.00000
4811012,Leduc County,2013,Natural Gas Production,m3,338465.30000
4811012,Leduc County,2014,Natural Gas Production,m3,358362.10000
4811012,Leduc County,2015,Natural Gas Production,m3,339907.30000
4811012,Leduc County,2016,Natural Gas Production,m3,294637.70000
4811012,Leduc County,2017,Natural Gas Production,m3,280821.40000
4811012,Leduc County,2018,Natural Gas Production,m3,331041.40000
4811012,Leduc County,2019,Natural Gas Production,m3,356847.80000
4811012,Leduc County,2020,Natural Gas Production,m3,296522.30000
4811012,Leduc County,2021,Natural Gas Production,m3,370813.80000
4811012,Leduc County,2022,Natural Gas Production,m3,381598.60000
4811001,Wetaskiwin County No. 10,2022,Natural Gas Production,m3,748663.70000
4811001,Wetaskiwin County No. 10,2003,Natural Gas Production,m3,2191076.30000
4811001,Wetaskiwin County No. 10,2004,Natural Gas Production,m3,1741806.20000
4811001,Wetaskiwin County No. 10,2005,Natural Gas Production,m3,1545369.00000
4811001,Wetaskiwin County No. 10,2006,Natural Gas Production,m3,1520672.00000
4811001,Wetaskiwin County No. 10,2007,Natural Gas Production,m3,1434564.00000
4811001,Wetaskiwin County No. 10,2008,Natural Gas Production,m3,1367305.50000
4811001,Wetaskiwin County No. 10,2009,Natural Gas Production,m3,1233493.20000
4811001,Wetaskiwin County No. 10,2010,Natural Gas Production,m3,1111801.30000
4811001,Wetaskiwin County No. 10,2011,Natural Gas Production,m3,1148933.50000
4811001,Wetaskiwin County No. 10,2012,Natural Gas Production,m3,1115483.90000
4811001,Wetaskiwin County No. 10,2013,Natural Gas Production,m3,1007989.60000
4811001,Wetaskiwin County No. 10,2014,Natural Gas Production,m3,997864.50000
4811001,Wetaskiwin County No. 10,2015,Natural Gas Production,m3,920251.20000
4811001,Wetaskiwin County No. 10,2016,Natural Gas Production,m3,846509.10000
4811001,Wetaskiwin County No. 10,2017,Natural Gas Production,m3,917296.80000
4811001,Wetaskiwin County No. 10,2018,Natural Gas Production,m3,854042.00000
4811001,Wetaskiwin County No. 10,2019,Natural Gas Production,m3,782554.80000
4811001,Wetaskiwin County No. 10,2020,Natural Gas Production,m3,708482.80000
4811001,Wetaskiwin County No. 10,2021,Natural Gas Production,m3,726310.90000
4817076,Northern Lights County,2003,Natural Gas Production,m3,2935916.80000
4817076,Northern Lights County,2004,Natural Gas Production,m3,2401263.80000
4817076,Northern Lights County,2005,Natural Gas Production,m3,2213524.00000
4817076,Northern Lights County,2006,Natural Gas Production,m3,1987106.00000
4817076,Northern Lights County,2007,Natural Gas Production,m3,1805259.00000
4817076,Northern Lights County,2008,Natural Gas Production,m3,1616050.40000
4817076,Northern Lights County,2009,Natural Gas Production,m3,1390830.40000
4817076,Northern Lights County,2010,Natural Gas Production,m3,1194697.70000
4817076,Northern Lights County,2011,Natural Gas Production,m3,1032570.10000
4817076,Northern Lights County,2012,Natural Gas Production,m3,857471.90000
4817076,Northern Lights County,2013,Natural Gas Production,m3,710364.30000
4817076,Northern Lights County,2014,Natural Gas Production,m3,647839.80000
4817076,Northern Lights County,2015,Natural Gas Production,m3,619431.90000
4817076,Northern Lights County,2016,Natural Gas Production,m3,522641.70000
4817076,Northern Lights County,2017,Natural Gas Production,m3,486024.30000
4817076,Northern Lights County,2018,Natural Gas Production,m3,399751.30000
4817076,Northern Lights County,2019,Natural Gas Production,m3,249547.00000
4817076,Northern Lights County,2020,Natural Gas Production,m3,197061.70000
4817076,Northern Lights County,2021,Natural Gas Production,m3,190371.00000
4817076,Northern Lights County,2022,Natural Gas Production,m3,179310.10000
4813036,Thorhild County,2022,Natural Gas Production,m3,15408.90000
4813036,Thorhild County,2003,Natural Gas Production,m3,232536.10000
4813036,Thorhild County,2004,Natural Gas Production,m3,208232.70000
4813036,Thorhild County,2005,Natural Gas Production,m3,201972.00000
4813036,Thorhild County,2006,Natural Gas Production,m3,196614.00000
4813036,Thorhild County,2007,Natural Gas Production,m3,213385.00000
4813036,Thorhild County,2008,Natural Gas Production,m3,195664.80000
4813036,Thorhild County,2009,Natural Gas Production,m3,163712.80000
4813036,Thorhild County,2010,Natural Gas Production,m3,159651.50000
4813036,Thorhild County,2011,Natural Gas Production,m3,126600.10000
4813036,Thorhild County,2012,Natural Gas Production,m3,100018.90000
4813036,Thorhild County,2013,Natural Gas Production,m3,88049.10000
4813036,Thorhild County,2014,Natural Gas Production,m3,77919.50000
4813036,Thorhild County,2015,Natural Gas Production,m3,70419.70000
4813036,Thorhild County,2016,Natural Gas Production,m3,57612.10000
4813036,Thorhild County,2017,Natural Gas Production,m3,49190.30000
4813036,Thorhild County,2018,Natural Gas Production,m3,28504.20000
4813036,Thorhild County,2019,Natural Gas Production,m3,15043.80000
4813036,Thorhild County,2020,Natural Gas Production,m3,8006.10000
4813036,Thorhild County,2021,Natural Gas Production,m3,8775.00000
4813044,Athabasca County,2003,Natural Gas Production,m3,707520.60000
4813044,Athabasca County,2004,Natural Gas Production,m3,635894.40000
4813044,Athabasca County,2005,Natural Gas Production,m3,523069.00000
4813044,Athabasca County,2006,Natural Gas Production,m3,497639.00000
4813044,Athabasca County,2007,Natural Gas Production,m3,513005.00000
4813044,Athabasca County,2008,Natural Gas Production,m3,459294.30000
4813044,Athabasca County,2009,Natural Gas Production,m3,410396.90000
4813044,Athabasca County,2010,Natural Gas Production,m3,334488.70000
4813044,Athabasca County,2011,Natural Gas Production,m3,288677.20000
4813044,Athabasca County,2012,Natural Gas Production,m3,216301.60000
4813044,Athabasca County,2013,Natural Gas Production,m3,177647.40000
4813044,Athabasca County,2014,Natural Gas Production,m3,143349.70000
4813044,Athabasca County,2015,Natural Gas Production,m3,117059.60000
4813044,Athabasca County,2016,Natural Gas Production,m3,118174.60000
4813044,Athabasca County,2017,Natural Gas Production,m3,105921.50000
4813044,Athabasca County,2018,Natural Gas Production,m3,88135.90000
4813044,Athabasca County,2019,Natural Gas Production,m3,68700.30000
4813044,Athabasca County,2020,Natural Gas Production,m3,61965.90000
4813044,Athabasca County,2021,Natural Gas Production,m3,60658.10000
4813044,Athabasca County,2022,Natural Gas Production,m3,90363.70000
4817033,Lesser Slave River No.124,2022,Natural Gas Production,m3,620671.60000
4817033,Lesser Slave River No.124,2003,Natural Gas Production,m3,1810781.70000
4817033,Lesser Slave River No.124,2004,Natural Gas Production,m3,1717581.50000
4817033,Lesser Slave River No.124,2005,Natural Gas Production,m3,1592352.00000
4817033,Lesser Slave River No.124,2006,Natural Gas Production,m3,1490133.00000
4817033,Lesser Slave River No.124,2007,Natural Gas Production,m3,1341143.00000
4817033,Lesser Slave River No.124,2008,Natural Gas Production,m3,1234603.20000
4817033,Lesser Slave River No.124,2009,Natural Gas Production,m3,1052769.00000
4817033,Lesser Slave River No.124,2010,Natural Gas Production,m3,868295.30000
4817033,Lesser Slave River No.124,2011,Natural Gas Production,m3,697536.70000
4817033,Lesser Slave River No.124,2012,Natural Gas Production,m3,571789.80000
4817033,Lesser Slave River No.124,2013,Natural Gas Production,m3,477200.00000
4817033,Lesser Slave River No.124,2014,Natural Gas Production,m3,428505.30000
4817033,Lesser Slave River No.124,2015,Natural Gas Production,m3,374686.70000
4817033,Lesser Slave River No.124,2016,Natural Gas Production,m3,327600.70000
4817033,Lesser Slave River No.124,2017,Natural Gas Production,m3,341176.00000
4817033,Lesser Slave River No.124,2018,Natural Gas Production,m3,270544.20000
4817033,Lesser Slave River No.124,2019,Natural Gas Production,m3,244875.20000
4817033,Lesser Slave River No.124,2020,Natural Gas Production,m3,269961.90000
4817033,Lesser Slave River No.124,2021,Natural Gas Production,m3,418502.50000
4810058,Lamont County,2003,Natural Gas Production,m3,235989.70000
4810058,Lamont County,2004,Natural Gas Production,m3,316346.40000
4810058,Lamont County,2005,Natural Gas Production,m3,457829.00000
4810058,Lamont County,2006,Natural Gas Production,m3,459451.00000
4810058,Lamont County,2007,Natural Gas Production,m3,442994.00000
4810058,Lamont County,2008,Natural Gas Production,m3,416573.20000
4810058,Lamont County,2009,Natural Gas Production,m3,332872.70000
4810058,Lamont County,2010,Natural Gas Production,m3,266869.40000
4810058,Lamont County,2011,Natural Gas Production,m3,222339.70000
4810058,Lamont County,2012,Natural Gas Production,m3,156061.40000
4810058,Lamont County,2013,Natural Gas Production,m3,126106.80000
4810058,Lamont County,2014,Natural Gas Production,m3,112490.00000
4810058,Lamont County,2015,Natural Gas Production,m3,98245.80000
4810058,Lamont County,2016,Natural Gas Production,m3,69500.30000
4810058,Lamont County,2017,Natural Gas Production,m3,66258.10000
4810058,Lamont County,2018,Natural Gas Production,m3,30210.00000
4810058,Lamont County,2019,Natural Gas Production,m3,25811.70000
4810058,Lamont County,2020,Natural Gas Production,m3,23783.40000
4810058,Lamont County,2021,Natural Gas Production,m3,21949.10000
4810058,Lamont County,2022,Natural Gas Production,m3,28942.80000
4810048,Two Hills County No. 21,2022,Natural Gas Production,m3,44237.60000
4810048,Two Hills County No. 21,2003,Natural Gas Production,m3,363376.00000
4810048,Two Hills County No. 21,2004,Natural Gas Production,m3,335914.50000
4810048,Two Hills County No. 21,2005,Natural Gas Production,m3,400696.00000
4810048,Two Hills County No. 21,2006,Natural Gas Production,m3,508612.00000
4810048,Two Hills County No. 21,2007,Natural Gas Production,m3,464449.00000
4810048,Two Hills County No. 21,2008,Natural Gas Production,m3,410902.40000
4810048,Two Hills County No. 21,2009,Natural Gas Production,m3,380648.80000
4810048,Two Hills County No. 21,2010,Natural Gas Production,m3,342152.20000
4810048,Two Hills County No. 21,2011,Natural Gas Production,m3,292117.60000
4810048,Two Hills County No. 21,2012,Natural Gas Production,m3,220846.40000
4810048,Two Hills County No. 21,2013,Natural Gas Production,m3,197860.70000
4810048,Two Hills County No. 21,2014,Natural Gas Production,m3,197648.90000
4810048,Two Hills County No. 21,2015,Natural Gas Production,m3,190936.60000
4810048,Two Hills County No. 21,2016,Natural Gas Production,m3,157320.70000
4810048,Two Hills County No. 21,2017,Natural Gas Production,m3,142952.30000
4810048,Two Hills County No. 21,2018,Natural Gas Production,m3,88751.50000
4810048,Two Hills County No. 21,2019,Natural Gas Production,m3,61605.40000
4810048,Two Hills County No. 21,2020,Natural Gas Production,m3,55611.20000
4810048,Two Hills County No. 21,2021,Natural Gas Production,m3,49977.20000
4814003,Yellowhead County,2003,Natural Gas Production,m3,17345621.80000
4814003,Yellowhead County,2004,Natural Gas Production,m3,17888304.00000
4814003,Yellowhead County,2005,Natural Gas Production,m3,18629702.00000
4814003,Yellowhead County,2006,Natural Gas Production,m3,19722578.00000
4814003,Yellowhead County,2007,Natural Gas Production,m3,20956125.00000
4814003,Yellowhead County,2008,Natural Gas Production,m3,20778308.50000
4814003,Yellowhead County,2009,Natural Gas Production,m3,19882517.20000
4814003,Yellowhead County,2010,Natural Gas Production,m3,19108515.10000
4814003,Yellowhead County,2011,Natural Gas Production,m3,19840067.00000
4814003,Yellowhead County,2012,Natural Gas Production,m3,20283349.30000
4814003,Yellowhead County,2013,Natural Gas Production,m3,21087969.90000
4814003,Yellowhead County,2014,Natural Gas Production,m3,23807596.80000
4814003,Yellowhead County,2015,Natural Gas Production,m3,24323632.40000
4814003,Yellowhead County,2016,Natural Gas Production,m3,24758298.50000
4814003,Yellowhead County,2017,Natural Gas Production,m3,25767127.10000
4814003,Yellowhead County,2018,Natural Gas Production,m3,25556037.50000
4814003,Yellowhead County,2019,Natural Gas Production,m3,24212801.80000
4814003,Yellowhead County,2020,Natural Gas Production,m3,23023883.20000
4814003,Yellowhead County,2021,Natural Gas Production,m3,23373980.20000
4814003,Yellowhead County,2022,Natural Gas Production,m3,23205534.10000
