Date,Value,Series,labels
2018-04-01,66.33,WTI,2018-04-01T00:00:00
2018-05-01,69.89,WTI,2018-05-01T00:00:00
2018-06-01,67.32,WTI,2018-06-01T00:00:00
2018-07-01,70.74,WTI,2018-07-01T00:00:00
2018-08-01,67.85,WTI,2018-08-01T00:00:00
2018-09-01,70.07,WTI,2018-09-01T00:00:00
2018-10-01,70.76,WTI,2018-10-01T00:00:00
2018-11-01,56.96,WTI,2018-11-01T00:00:00
2018-12-01,49.52,WTI,2018-12-01T00:00:00
2019-01-01,51.38,WTI,2019-01-01T00:00:00
2019-02-01,54.95,WTI,2019-02-01T00:00:00
2019-03-01,58.15,WTI,2019-03-01T00:00:00
2019-04-01,63.86,WTI,2019-04-01T00:00:00
2019-05-01,60.83,WTI,2019-05-01T00:00:00
2019-06-01,54.66,WTI,2019-06-01T00:00:00
2019-07-01,57.35,WTI,2019-07-01T00:00:00
2019-08-01,54.81,WTI,2019-08-01T00:00:00
2019-09-01,56.95,WTI,2019-09-01T00:00:00
2019-10-01,53.96,WTI,2019-10-01T00:00:00
2019-11-01,57.03,WTI,2019-11-01T00:00:00
2019-12-01,59.88,WTI,2019-12-01T00:00:00
2020-01-01,57.68,WTI,2020-01-01T00:00:00
2020-02-01,50.62,WTI,2020-02-01T00:00:00
2020-03-01,29.21,WTI,2020-03-01T00:00:00
2020-04-01,16.55,WTI,2020-04-01T00:00:00
2020-05-01,28.56,WTI,2020-05-01T00:00:00
2020-06-01,38.31,WTI,2020-06-01T00:00:00
2020-07-01,40.71,WTI,2020-07-01T00:00:00
2020-08-01,42.34,WTI,2020-08-01T00:00:00
2020-09-01,39.63,WTI,2020-09-01T00:00:00
2020-10-01,39.4,WTI,2020-10-01T00:00:00
2020-11-01,40.94,WTI,2020-11-01T00:00:00
2020-12-01,47.02,WTI,2020-12-01T00:00:00
2021-01-01,52,WTI,2021-01-01T00:00:00
2021-02-01,59.04,WTI,2021-02-01T00:00:00
2021-03-01,62.33,WTI,2021-03-01T00:00:00
2021-04-01,61.72,WTI,2021-04-01T00:00:00
2021-05-01,65.17,WTI,2021-05-01T00:00:00
2021-06-01,71.38,WTI,2021-06-01T00:00:00
2021-07-01,72.49,WTI,2021-07-01T00:00:00
2021-08-01,67.73,WTI,2021-08-01T00:00:00
2021-09-01,71.65,WTI,2021-09-01T00:00:00
2021-10-01,81.48,WTI,2021-10-01T00:00:00
2021-11-01,79.15,WTI,2021-11-01T00:00:00
2021-12-01,71.71,WTI,2021-12-01T00:00:00
2022-01-01,83.22,WTI,2022-01-01T00:00:00
2022-02-01,91.64,WTI,2022-02-01T00:00:00
2022-03-01,108.5,WTI,2022-03-01T00:00:00
2022-04-01,101.78,WTI,2022-04-01T00:00:00
2022-05-01,109.55,WTI,2022-05-01T00:00:00
2022-06-01,114.34,WTI,2022-06-01T00:00:00
2022-07-01,99.39,WTI,2022-07-01T00:00:00
2022-08-01,91.48,WTI,2022-08-01T00:00:00
2022-09-01,83.8,WTI,2022-09-01T00:00:00
2022-10-01,87.03,WTI,2022-10-01T00:00:00
2022-11-01,84.39,WTI,2022-11-01T00:00:00
2022-12-01,76.52,WTI,2022-12-01T00:00:00
2023-01-01,78.16,WTI,2023-01-01T00:00:00
2023-02-01,76.86,WTI,2023-02-01T00:00:00
2023-03-01,73.37,WTI,2023-03-01T00:00:00
2023-04-01,79.44,WTI,2023-04-01T00:00:00
2023-05-01,71.62,WTI,2023-05-01T00:00:00
2023-06-01,70.27,WTI,2023-06-01T00:00:00
2023-07-01,76.03,WTI,2023-07-01T00:00:00
2023-08-01,81.32,WTI,2023-08-01T00:00:00
2023-09-01,89.43,WTI,2023-09-01T00:00:00
2023-10-01,85.47,WTI,2023-10-01T00:00:00
2023-11-01,77.38,WTI,2023-11-01T00:00:00
2023-12-01,72.12,WTI,2023-12-01T00:00:00
2024-01-01,73.86,WTI,2024-01-01T00:00:00
2024-02-01,76.61,WTI,2024-02-01T00:00:00
